ref_period_width,trade_period_width,number_of_parameters,mean,simulation_period_to,position_id_1,position_id_2
12,12,1,0.0008430291611274123,2013,3,21
100,5,1,0.0008548143228297581,2013,8,9
100,5,1,0.0008548143228297581,2013,8,21
12,12,1,0.0008899540950713717,2013,9,12
12,12,1,0.0008430291611274123,2013,9,17
100,5,1,0.0008548143228297581,2013,9,22
12,12,1,0.0008899540950713717,2013,9,24
12,12,1,0.0008058195560867737,2013,10,10
12,12,1,0.0008899540950713717,2013,12,21
12,12,1,0.0008430291611274123,2013,17,21
100,5,1,0.0008548143228297581,2013,21,22
12,12,1,0.0008899540950713717,2013,21,24
12,12,1,0.0009025277625467218,2014,3,9
12,12,1,0.0009025277625467218,2014,3,21
100,5,1,0.0008388280549405955,2014,9,9
12,12,1,0.0008665864741279775,2014,9,12
12,12,1,0.0009025277625467218,2014,9,17
100,5,1,0.0008388280549405955,2014,9,21
12,12,1,0.0008665864741279775,2014,9,24
12,12,1,0.0008193789598934336,2014,10,10
12,12,1,0.0008665864741279775,2014,12,21
12,12,1,0.0009025277625467218,2014,17,21
100,5,1,0.0008388280549405955,2014,21,21
12,12,1,0.0008665864741279775,2014,21,24
12,12,1,0.000828988372682512,2015,3,9
12,12,1,0.000828988372682512,2015,3,21
100,5,1,0.0009077997914491979,2015,9,9
150,12,1,0.0008184799952546796,2015,9,9
12,12,1,0.0008337009620537249,2015,9,12
12,12,1,0.000828988372682512,2015,9,17
100,5,1,0.0009077997914491979,2015,9,21
150,12,1,0.0008184799952546796,2015,9,21
12,12,1,0.0008337009620537249,2015,9,24
12,12,1,0.0009250834743521734,2015,10,10
12,12,1,0.0008337009620537249,2015,12,21
12,12,1,0.000828988372682512,2015,17,21
100,5,1,0.0009077997914491979,2015,21,21
150,12,1,0.0008184799952546796,2015,21,21
12,12,1,0.0008337009620537249,2015,21,24
12,12,1,0.0009191509147840831,2016,0,10
50,50,1,0.000903615594576096,2016,0,10
50,50,1,0.0009488437138382233,2016,1,10
12,12,1,0.0008136291027315434,2016,1,10
12,12,1,0.0008808899146098141,2016,3,9
12,12,1,0.0008808899146098141,2016,3,21
50,50,1,0.0009270783996086777,2016,4,10
12,12,1,0.0008600762325933464,2016,5,10
150,25,1,0.000809459538883334,2016,6,9
50,50,1,0.0009220788121136132,2016,6,10
150,25,1,0.000809459538883334,2016,6,21
12,12,1,0.0008113828596532966,2016,8,10
100,5,1,0.0009343756539940772,2016,9,9
150,12,1,0.000851154506757364,2016,9,9
150,25,1,0.0008130155337646114,2016,9,9
12,12,1,0.0008373951240414952,2016,9,12
150,25,1,0.000809459538883334,2016,9,14
12,12,1,0.0008808899146098141,2016,9,17
100,5,1,0.0009343756539940772,2016,9,21
150,12,1,0.000851154506757364,2016,9,21
150,25,1,0.0008130155337646114,2016,9,21
12,12,1,0.0008373951240414952,2016,9,24
12,12,1,0.0011815758511444791,2016,10,10
50,50,1,0.0009183064956696904,2016,10,10
50,50,1,0.0008104842023209426,2016,10,13
50,50,1,0.0009220788121136132,2016,10,14
12,12,1,0.0008600762325933464,2016,10,15
50,50,1,0.0009270783996086777,2016,10,16
50,50,1,0.0009488437138382233,2016,10,19
12,12,1,0.0008136291027315434,2016,10,19
12,12,1,0.0008113828596532966,2016,10,22
12,12,1,0.0008373951240414952,2016,12,21
150,25,1,0.000809459538883334,2016,14,21
12,12,1,0.0008808899146098141,2016,17,21
100,5,1,0.0009343756539940772,2016,21,21
150,12,1,0.000851154506757364,2016,21,21
150,25,1,0.0008130155337646114,2016,21,21
12,12,1,0.0008373951240414952,2016,21,24
12,12,1,0.0008155032211544184,2017,0,10
12,12,1,0.0008719161002654534,2017,3,9
12,12,1,0.0008719161002654534,2017,3,21
12,12,1,0.000852195976267656,2017,5,10
150,25,1,0.0008360345747556638,2017,6,9
150,25,1,0.0008360345747556638,2017,6,21
100,5,1,0.0009523471958455345,2017,9,9
150,12,1,0.0008748578362330717,2017,9,9
150,25,1,0.0008393456534331975,2017,9,9
150,5,1,0.0008229031373764922,2017,9,9
12,12,1,0.0008352262392365361,2017,9,12
150,25,1,0.0008360345747556638,2017,9,14
12,12,1,0.0008719161002654534,2017,9,17
100,5,1,0.0009523471958455345,2017,9,21
150,12,1,0.0008748578362330717,2017,9,21
150,25,1,0.0008393456534331975,2017,9,21
150,5,1,0.0008229031373764922,2017,9,21
12,12,1,0.0008352262392365361,2017,9,24
12,12,1,0.0010737591915244743,2017,10,10
12,12,1,0.000852195976267656,2017,10,15
12,12,1,0.0008352262392365361,2017,12,21
150,25,1,0.0008360345747556638,2017,14,21
12,12,1,0.0008719161002654534,2017,17,21
100,5,1,0.0009523471958455345,2017,21,21
150,12,1,0.0008748578362330717,2017,21,21
150,25,1,0.0008393456534331975,2017,21,21
150,5,1,0.0008229031373764922,2017,21,21
12,12,1,0.0008352262392365361,2017,21,24
12,12,1,0.0008254604057929128,2018,0,10
12,12,1,0.0008388859274298957,2018,1,10
12,12,1,0.0008631738743578882,2018,3,9
12,12,1,0.0008631738743578882,2018,3,21
12,12,1,0.0008924846067557657,2018,5,10
150,25,1,0.0008378993573501179,2018,6,9
12,12,1,0.0008372125009318408,2018,6,10
150,25,1,0.0008378993573501179,2018,6,21
12,12,1,0.0008154112409170418,2018,8,10
100,5,1,0.0009483787355028705,2018,9,9
150,12,1,0.0008884660682180743,2018,9,9
150,25,1,0.0008409970827547498,2018,9,9
150,5,1,0.0008161869390136831,2018,9,9
12,12,1,0.000843288274459089,2018,9,10
12,12,1,0.0008197897964411264,2018,9,12
150,25,1,0.0008378993573501179,2018,9,14
12,12,1,0.0008631738743578882,2018,9,17
100,5,1,0.0009483787355028705,2018,9,21
150,12,1,0.0008884660682180743,2018,9,21
150,25,1,0.0008409970827547498,2018,9,21
150,5,1,0.0008161869390136831,2018,9,21
12,12,1,0.0008197897964411264,2018,9,24
12,12,1,0.0011362617280402294,2018,10,10
12,12,1,0.0008372125009318408,2018,10,14
12,12,1,0.0008924846067557657,2018,10,15
12,12,1,0.0008388859274298957,2018,10,19
12,12,1,0.000843288274459089,2018,10,21
12,12,1,0.0008154112409170418,2018,10,22
12,12,1,0.0008197897964411264,2018,12,21
150,25,1,0.0008378993573501179,2018,14,21
12,12,1,0.0008631738743578882,2018,17,21
100,5,1,0.0009483787355028705,2018,21,21
150,12,1,0.0008884660682180743,2018,21,21
150,25,1,0.0008409970827547498,2018,21,21
150,5,1,0.0008161869390136831,2018,21,21
12,12,1,0.0008197897964411264,2018,21,24
12,12,1,0.0008857249755967915,2019,3,9
12,12,1,0.0008857249755967915,2019,3,21
12,12,1,0.0008124182565005402,2019,5,10
150,25,1,0.0008134027147677448,2019,6,9
12,12,1,0.0008007431761836151,2019,6,10
150,25,1,0.0008134027147677448,2019,6,21
12,12,1,0.0008377274855243736,2019,7,9
12,12,1,0.0008377274855243736,2019,7,21
100,5,1,0.0009535508930181716,2019,9,9
150,12,1,0.0008930893328546804,2019,9,9
150,5,1,0.0008222500548253318,2019,9,9
150,25,1,0.0008163129177963108,2019,9,9
12,12,1,0.0008355914405309716,2019,9,10
150,25,1,0.0008134027147677448,2019,9,14
12,12,1,0.0008857249755967915,2019,9,17
